告警定义号,告警名称,告警层级,告警层级数字
1101,LTI8,,
1100,LTI7,,
1099,LTI6,,
1098,LTI5,,
681,V5P_POWER_LOS,,
2327,XA32_RATE_THRESH,,
2534,ONU_LOF,,
583,CH_IOLS,,
561,ACBRKOPEN,,
125,V52PSTNERR,,
2080,MCCABORT,,
2202,LCD12,,
2203,LCD13,,
2201,LCD11,,
1575,OSW_FAIL_R,,
1576,OSW_FAIL_T,,
1372,REFCLK_FAIL,,
1308,OTS2_CH_ILS,,
1453,fONLY,,
1723,GFP_SD,ODUk,2
2208,LCD18,,
477,EXI1,,
2209,LCD19,,
480,EXI2,,
2206,LCD16,,
25,EXI3,,
2207,LCD17,,
486,EXI4,,
2204,LCD14,,
36,LP_UNEQ,,
2205,LCD15,,
2213,LCD23,,
2214,LCD24,,
2211,LCD21,,
2212,LCD22,,
2475,DCVOLDOWN,,
2210,LCD20,,
1072,LTITW8-1,,
1073,LTITW8-2,,
1245,MFLA,,
2517,Illegal user login,,
3423,RECITIF MODULE_ACTIVE FAIL,,
1141,OCD,,
62106,SYNC_RX_TIMEOUT,,
3317,OCI,OCH,4
57,V52CO_LC_PERR,,
60031,OTU1_LOF,,
2217,LCD27,,
2218,LCD28,,
2877,CRITICAL_EVENT,,
2215,LCD25,,
368,LOOP(T),,
2216,LCD26,,
60030,OTU1_LOM,,
60108,Y1731_REMOTE_DEFECT_INDICATION,,
61071,PROJECT ALARM SHIELD,,
2414,V5_OOS,,
60003,PM_THRESHOLD_MAJOR,,
1889,CLIENT_PM_TIM,,
2116,REM_FAULT,CLIENT,1
62037,Uart Communication Fail,,
293,CESIUM_FAIL,,
1837,WTR,,
1022,ODI,,
904,BACK_ILS,,
2809,Remote_Device_Power_UP,,
2134,MATRIX UNAVAILABLE,,
484,G2_STATUS,,
2384,DS_ERR_THRESH,,
2654,DOWN_OVER_SIZE_FRAMES_OVER_THRESHOLD,,
1780,REMOTE_LINK_LOS,,
50,FSW,,
704,HP_TIM.,,
1021,OEI,,
2337,reportTimeout,,
1821,ETHLB_LOS,,
1215,RING_PMDERR_BLIMIT,,
2137,TEMP_LIMIT_ALARM,,
1417,TOSW_FAIL.,,
2428,DOWN_CRC_ERROR_THRESHOLD,,
250,W_SPI_LOS,,
218,NECFAIL,,
589,RDI_MS,,
1387,OTS4_IOP_HIGH,,
348,ET_IN,,
1841,TIRB_TF,,
1236,ADDR_OVERLAP,,
1999,WORK_LOCK,,
595,TX_ERR,,
62102,PTP_1PPS_TOD_INPUT_LOS,,
2352,L2_BCC,,
2832,IPFRR_SWTR,,
1827,LASER_OFF.,,
1395,OTS4_FPL,,
735,CH3_MAIN_SUB,,
134,PWRLOW,,
737,CH1_SUB_MAIN,,
523,LTIE1_HDB3,,
771,CH_IOP.,,
1362,AGGR_SDH_LOS,,
3397,HEAT_EX2 OUTDOOR CTROL,,
851,P_W_LINE1,,
853,P_W_LINE2,,
2070,SET_GAIN_LOW,,
60139,Agent is faulted,,
60073,OTP_IOP_LOW,,
62069,Battery volt sensor breakdown,,
62072,Battery Cell recharge volt over,,
61065,eID REPEAT,,
2409,SLOT_DOWNORUP,,
1662,TCM2_BIP8_SD,ODUk,2
2704,XG_OPTMODULE_TXPOWER_OVER,,
2325,ATUC_DOWNRATE_UNDER_THRESHOLD,,
1216,RING_RX_SAERR_PLIMIT,,
62021,HFA Input Power Los Alarm,,
2387,US_CLIENT_1_ERR_THRESH,,
2706,XG_OPTMODULE_BIAS_LOW_ALARM,,
60091,LB_LOS,,
34,LP_SLM,,
1466,PRIMARY_DOWN,,
2000,M_BADDRDIF_N,,
2847,MODULE_PROTECT,,
2075,ODU4_LCK,ODUk,2
147,RAPSCW1,,
148,RAPSCW2,,
2267,SLOT_LOPS_TRAP,,
62029,HFA Pump3 Temperature Alarm,,
1325,OTS1_CH_OSNR_SD,,
1805,IOPM_LOW,OMS,5
2516,LASER_ALWAYS_ON,,
1204,RING_RX_TTL0_PLIMIT,,
60057,OPU1_TS1_ MISMATCH,,
3031,ETH_PORT_LOS(OLD),,
1125,SHDSL_SES_LIMIT,,
1138,OSW2_LOCK,,
2313,LINE_LOF,,
2376,RECV_THRESH,,
2404,CommuError,,
1476,CHANNEL_ILOOP,,
2119,M_SSWITCHDIF_N,,
390,EDFA2_NO_INPUT,,
1214,RING_PMDERR_PLIMIT,,
241,LFA_8M,,
610,SUB_MAN,,
60140,Resource state is unknown,,
3029,UNEXPECT_PERIOD10,,
323,LDLIFE,,
1389,OTS4_CH_IOP_HIGH,,
3030,UNEXPECT_PERIOD11,,
1535,TCM2_BEI_SD,ODUk,2
584,CH_IOSD,,
1538,TCM3_TIM,ODUk,2
1892,CLIENT_PLM,,
284,S_LOS,,
2350,L2_PSTN,,
2780,EC_FFA,,
528,LTIE2_AIS,,
667,OSC_IOP,,
1342,AU_NPJE_ALARM,,
62090,DC_FAIL,,
540,MS_SES_LIMIT,,
997,AGGR_RF,,
780,OSC_OH_AIS,,
1031,AGGR_SD,,
339,LFA(OOF),,
1982,AU_NPJE_ALARM.,,
1731,OLS,OTS,6
2427,UP_CRC_ERROR_THRESHOLD,,
3415,BAT_FAIL,,
3338,REMOTE_CABLE_LOS,,
576,EXCHALM,,
1010,CH_LOS,,
62070,Battery current sensor breakdown,,
1195,LIF_LOOPTA,,
1011,CH_OPM_LOW,,
2483,ACVOLFAIL,,
1649,TCM3_LCK,ODUk,2
1933,Client_LOOP_ALM,,
3331,RS_ES_LIMIT,,
736,CH4_MAIN_SUB,,
2309,Frame error,,
1934,OTN_LOOP_ALM,,
61020,Low-level channel remote receiver failure,,
2607,TEMP_LOW_WARNING,,
2776,EC_OTA,,
60123,CCM Error,,
1776,CUR_LOCK,,
695,TRIB_SWR,,
62119,Ont arrearage status lamp alarm,,
1143,T_OCD,,
2800,FL_IPV4_BOTH,,
1004,AGGR_TF,,
1290,BACKL_IOP_LOW,,
2314,PORT_COMFAIL,,
1063,LTITE3-2,,
2330,eponPdsLaserTf,,
62052,HEATEX_OUTFAN_FAULT,,
613,OTN_AUTOOFF,,
1988,WADJUSTS,,
1062,LTITE3-1,,
1986,WADJUSTR,,
1725,ODU3_AIS,ODUk,2
1955,TMP_AIS.,,
2495,SHAKE,,
1987,WADJUSTP,,
1949,M_SFENBDIF,,
278,E_SPI_LOS,,
527,V52CO_C_TIMEOUT,,
638,CLIENT_LASERP,,
2094,CLOCK_A,,
2096,CLOCK_B,,
2612,TEMP_HIGH_ALARM,,
181,LDL(EOL),,
2329,eponPdsLaserTd,,
1989,WADJUSTF,,
2843,M_BLOOPBACKDIF,,
2016,WADJUSTD,,
9,HP_RDI_C,,
107,LASER_TF,,
451,OOF,,
381,TEMP_ABNL,,
649,W_P,,
1084,HP_RDI_L,,
202,OOL,,
2647,UP_COLLISIONS_OVER_THRESHOLD_WARNING,,
313,OOP,,
8,HP_RDI_S,,
881,TRIB_MS_SD,,
1120,SHDSL_LINEATT_LIMIT,,
3413,BAT_DISCHARGE,,
72,LOOPL,,
2019,CARD_LOCK_MAIN,,
2326,XA32_ATUC_ATUR_RATE_THRESH,,
2294,LINK_AIS,,
2272,SLOT_DOWN,,
193,OPM,,
581,COL_ERR,,
2028,MOLS,,
2716,DOWN_BROADCAST_SPEED_OVER_THRESHOLD,,
2878,CARD_STATE_CHANGE,,
871,TRIB_RS_TIM,,
3056,RAU_LASER_RX_POWER_LOW_ALARM,,
61014,Higher order path remote defect indication,,
1977,.PM_TIM,,
169,F1EL,,
1974,PORT_OFF,,
1879,TDCM_CONFIG_FAIL,,
2681,Command Log Dumper over,,
663,OSC_ILS,,
60015,FORCE_PROTECT,OTS,6
51,V52CO_P_TIMEOUT,,
1296,PUMP_TF,,
1694,TCM2_BEI_ES_LIMIT,ODUk,2
1001,AGGR_RS_SES_LIMIT,,
2032,MOOP_LOW,,
1642,TCM2_AIS,ODUk,2
1799,VC_UNP,,
1822,VCCAlARM+,,
2331,eponPdsOnuSuf,,
2422,ONU/BTU_UNAUTHENTICATED,,
1207,RING_RX_OSZ_BLIMIT,,
2634,UP_MULTICAST_FRAMES_OVER_THRESHOLD,,
1796,VC_UNM,,
1281,MON1,,
2013,MANUAL_CARD_SWITCH,,
356,RB_Q_V,,
1282,MON2,,
208,MON3,,
1421,OTS_P_ILS,,
1471,OPT_OOF,,
1397,MON8,,
1297,PUMP_SD,,
2044,MON9,,
207,MON4,,
206,MON5,,
205,MON6,,
2805,LSP_NUM_LIMIT,,
62015,UP_BIP8_OVER_THRESH_ALARM_TW,,
1396,MON7,,
3355,CARD_MISMATCH,,
951,OSW,,
3325,TCM4_EXC,,
146,OUTL,,
697,SDH_SD,,
377,TR_UNEQ,,
140,OUTH,,
330,OTF,,
61035,EMSALARM_LICENSE_SYSMAX_THRESHOLD,,
2627,DOWN_TOTAL_FRAME_OVER_THRESHOLD_WARNIN,,
2571,ATUR_ES_OVER_THRESHOLD,,
1677,TCM1_BIP8_SES_LIMIT,ODUk,2
2342,GID_MISMATCH,,
2840,VPNFRR_SWTR,,
60009,M_BMCCDIF,,
10,PJE_LIMIT,,
545,V52BCCERR,,
2297,CARD_TYPE_NOT_IDENTICAL(MSAN),,
1232,SM_TIM,OTU,3
2507,AC16-C_V5 OOS,,
61057,BATTERY_TEMPRATURE_LOW_THRESHOLD_WARNING,,
1963,TEL_FAILT,,
2682,System Collection Info Dumper over,,
1700,PM_BEI_SES_LIMIT,ODUk,2
3439,AIR_CON1_TEMP OVER,,
716,MS_EXBER.,,
856,T_OOF,,
62074,Battery Cell recharge current over,,
97,OSC_AIS,,
705,LASER_CCT.,,
60066,PRBS_ENABLE,OCH,4
1524,PM_BEI_SD,ODUk,2
61027,Instructions from ODU2 alarm,,
61060,DROPPED_PROPOTION_OVER_THRESHOLD,,
938,LTIE8-2,,
405,PWFALM,,
937,LTIE8-1,,
1557,TCM6_BDI,ODUk,2
2366,MGC_DISCONNECTED(MSAN),,
3011,UNEXPECT_MEP_ID2,,
3013,UNEXPECT_MEP_ID4,,
3012,UNEXPECT_MEP_ID3,,
3015,UNEXPECT_MEP_ID6,,
60115,License Rrc Over Threshold,,
3014,UNEXPECT_MEP_ID5,,
2707,XG_OPTMODULE_BIAS_LOW_WARNING,,
3017,UNEXPECT_MEP_ID8,,
3016,UNEXPECT_MEP_ID7,,
3048,BATTERY_4TEMPRATURE_OVER_THRESHOLD_ALARM,,
1457,UNDER_SHOOT_LIMIT,,
3018,UNEXPECT_MEP_ID9,,
62009,SD_TW,,
3417,BAT FUSE_TRIP,,
1150,AGGR_FEC_C_SD,,
2435,NO_OPTICS_SIGNAL,,
1927,TMP_FDI,,
201,LCOOLC2,,
200,LCOOLC1,,
2628,DOWN_TOTAL_FRAME_OVER_THRESHOLD,,
247,OUTFAIL,,
3352,LAG_MEMBER_DOWN,,
2145,LOS_15,,
2642,UP_FRAMES_DROPPED_OVER_THRESHOLD,,
61040,LOCK_SWITCH,,
1713,TCM5_BEI_UAS,,
1475,CHANNEL_ELOOP,,
1331,OSC_SES_LIMIT,,
1203,SPBW_EMPTY,,
61012,PDH physical interface signal is lost,,
2029,MIOP_LOW,,
2021,CARD_MANUAL_SWITCH,,
1718,FAR_SF,,
60055,ODU0_PIM_TIM,,
928,LTIW4-2,,
1034,TF_UF,,
927,LTIW4-1,,
2489,RECISSALM,,
1335,POWERALM-48V2,,
90,RS_OOF,,
1450,DCVOLDOWN.,,
2752,PCS_HI_BER,,
116,TSLEO,,
590,ES_LIMIT_MS,,
903,GROUP_MS_UAS,,
3359,BCAST_LIMIT,,
103,V52C0_BC_PERR,,
115,TSLEI,,
1678,TCM2_BIP8_SES_LIMIT,ODUk,2
1334,POWERALM-48V1,,
2152,WAN2_LCD,,
2667,DOWN_UNDER_SIZE_FRAME_OVER_THRESHOLD,,
1345,HP_UNEQ.,,
1993,SWITCH_LOOP.,,
2839,VPNFRR_BACKUP_FAULT,,
565,RING2_SWR,,
738,CH2_SUB_MAIN,,
1741,OSNR_LOW,OTS,6
544,V52PCERR,,
677,LOS_2M,,
2598,RX_POWER_HIGH_WARNING,,
414,THUNDER,,
411,DOWNE,,
878,GROUP_IOP_HIGH,,
612,OTN_LDMANOFF,,
1938,MISS_ROUTE.,,
415,RMS_AIS,,
1434,VC_LOM,,
1948,M_SCTRDIF,,
1588,LCAS_FAIL,,
2371,E1_LFA(MSAN-E1),,
2554,UNEXPECT_MEP_ID,,
1788,VC_LOC,,
582,ALN_ERR,CLIENT,1
1496,EXP_OLS,,
1838,AGGR_OPU2_RS_LOF,,
296,START_FAIL,,
2017,SELF_OFF,,
1247,SkyLineTxErr,,
1835,LOCK_PROTECT,,
994,AGGR_LDTCT,,
60036,ODU2_OOF,,
1956,CREATE_FAIL,,
487,GCLKG_FAIL,,
3433,BAT_TEMP OVER,,
3033,E1_TIMING_UNLOCK(OLD),,
976,LT_ALM,,
2265,REMOTE-LOSE,,
1201,PROT_DIF,,
96,OSC_FERF,,
966,CH4_RSW,,
1890,CLIENT_SM_TIM,,
444,RECT_ERROR,,
1657,TCM5_OCI,ODUk,2
61022,Instructions from OTU1 alarm,,
1943,M_SCFGRDIF,,
60051,ODU2_OPU1_TS2_ MISMATCH,,
61075,OPMACHINE_RXLEVEL_OVER,,
962,TOSW_FAIL,,
1134,LOOP_2M4,,
1133,LOOP_2M3,,
1132,LOOP_2M2,,
1131,LOOP_2M1,,
60048,ODU2_ODTU21_GMP_C8_ERROR,,
329,W_UNLOCK,,
1287,MAIN_L_ILS,,
60033,ODU2_OOM,,
1623,LOOP_2M.,,
1679,TCM3_BIP8_SES_LIMIT,ODUk,2
1985,ETH_MEL,,
1023,TC_AIS,,
2005,M_BDCCDIF_N,,
61061,eID LOST,,
2724,MICRO_SWITCH,,
1367,CC_FAIL,,
553,TLIMIT,,
1008,AGGR_LDCCT,,
2431,ILLEGAL_ONU/BTU_REGISTE,,
531,V52CO_C_PERR,,
1852,AGGR_OPU2_RS_UAS,,
1291,OSW_MANUAL,,
1463,RPR_SWITCH_WRAPPING,,
1246,CRCMFLA,,
718,RS_EXBER.,,
712,OSC_FERF.,,
769,OTN_SDH_EXBER,,
1990,ETH_UNL,,
1829,ETH_UNM,,
2499,AIRCONDITION,,
2808,Port_Mode_Change,,
61034,EMSALARM_LICENSE_CLIMAX_THRESHOLD,,
1437,PPI_LOF,,
1806,OOPM_HIGH,OMS,5
2462,OPTMODULE_TXPOWER_OVER,,
876,GROUP_OPM_HIGH,,
1830,ETH_UNP,,
2068,IP_UNM,,
2680,User Log Dumper over,,
2069,IP_UNP,,
3,PPI_LOS,,
1757,PM_LCK,ODUk,2
1549,TCM4_LTC,ODUk,2
61048,PPS_ALM,,
62026,HFA Pump2 Current Alarm,,
1075,LTITW9-2,,
1074,LTITW9-1,,
664,MAIN_OLS,,
2323,EgpNeighLoss,,
694,BRIDGE_SWITCH,,
2439,HCU ALARM,,
2631,DOWN_UNICAST_FRAMES_OVER_THRESHOLD_WARNING,,
1338,LINE_DISABLE,,
87,TLCK,,
73,BBE_LIMIT,,
1546,TCM4_SD,,
1435,LAN_ILOOP,,
2383,DS_LOSS_THRESH,,
2416,155_OPTICAL_LFA,,
170,F1WL,,
1966,ACU_FAULT,,
782,OSC_2M2_AIS,,
2281,ATUC_PERF_ESS_THRESH_TRAP,,
2530,PEE,,
151,RFPW1,,
152,RFPW2,,
1692,PM_BEI_ES_LIMIT,ODUk,2
2102,CHIP3_FAIL,,
2423,AC16_SYNC,,
906,IOP_HIGH,OTS,6
428,R_P_LOW,,
2853,LINK_CRC_LIMIT,,
2292,Remote Defect Indication Line,,
61064,eID MISMATCH,,
1914,VP_SD,,
62050,HEATEX_VOLDOWN,,
1915,VP_SF,,
431,LP_RFI,,
3440,AIR_CON2_TEMP OVER,,
569,RING6_SWR,,
2415,155_OPTICAL_LOF,,
3370,M_BPROTOCOLDIF_N,,
772,MS_LOCK_SWITCH,,
123,MS_LOF,,
61010,SDH physical interface signal is lost,,
1719,CONF_MISMATCH,OTS,6
2065,IP_LOC,,
2561,ONU_NGN_VERSION_ERROR,,
1637,OTRX_ABSENT,,
1942,M_SADDRDIF,,
2417,155_OPTICAL_LOS,,
1846,AGGR_PM_C_SD,,
2397,TransmitDegrade,,
668,MAIN_OPM,,
311,E11_FAIL,,
1571,OCH_FAULT_P,,
1570,OCH_FAULT_W,,
61003,Event Log Dumper over,,
1503,DCCINVALID,,
2429,SLOT_DOWN_AND_UP,,
3009,CCM LOC10,,
3010,CCM LOC11,,
1042,CH2_RLOS,,
1585,OMS_DROP_OLS,,
2380,JABER_THRESH,,
32,LP_RDI,,
2347,E1_RAI,,
604,GE_SD,,
3042,OLT_PON_LOOPBACK,,
727,AIS_8M.,,
617,OTN_TXLOL,,
2353,L2_LINKCTRL,,
62097,PTP_CLOCK_STATUS_SWITCH,,
2824,VPLS_NUM_LIMIT,,
2085,POWER_LIGHTNING_FAIL,,
2787,HP_PLM,,
1319,OTS2_IOP_HIGH,,
2858,OMS_FDI,,
276,P_PPS_LOS,,
312,OAFAIL,,
37,LP_REI,,
1404,RX_LOOP_MDDLINE,,
1964,DCCDISABLE_R,,
1971,DCCDISABLE_M,,
301,R_PPSA_LOS,,
1040,TC_REI,,
1983,GELOOP,,
2391,DS_NET_2_CRC_THRESH,,
1951,M_SDCCIRDIF,,
2645,UP_CRC_32_ERRORS_OVER_THRESHOLD_WARNING,,
1807,OOPM_LOW,,
133,RS_SD,ODUk,2
1474,R_E1_LOS,,
1976,.SM_TIM,,
38,LP_AIS,,
362,HUMID_OVER,,
1029,TC_RDI,,
2091,3.3V_IO,,
1539,TCM3_BDI,ODUk,2
1638,RS_SF,ODUk,2
1810,MCLK_FAIL,,
1018,TUX_SWR,,
519,V5EQPSTN-DL,,
60072,OTP_RLOS,,
2605,VCC_LOW_WARNING,,
436,EDFA2_PUMP_FAIL,,
2869,PTP_LOS_SYNC_PACKET,,
1344,MS_CUR_LOCK,,
61055,BATTERY_TEMPRATURE_OVER_THRESHOLD_WARNING,,
1562,PLM,ODUk,2
120,SET_FERF,,
1596,ALOOP,,
1521,ODU2_OCI,ODUk,2
256,LTIE2_Hz,,
2670,PSE_SHORT_CIRCUIT,,
1941,M_SWITCH,,
482,G1_STATUS,,
534,V52CO_LC_TIMEOUT,,
2610,INNER_TEMP_HIGH(ONU),,
60058,OPU1_TS2_ MISMATCH,,
3404,INFRARED SENSOR,,
1965,SCU_FAULT,,
910,MS_DEG,,
1234,SM_C_SD,,
2369,AIS(2M_PORT),,
3384,SMOKE,,
3450,AC VOLT UNDER_PHASE S,,
3448,AC VOLT UNDER_PHASE R,,
2449,DEVICE_TYPE_CHANGE,,
3452,AC VOLT UNDER_PHASE W,,
3040,CFM_CROSS_CONNECT,,
1064,LTITE4-1,,
1065,LTITE4-2,,
956,CLIENT_OPM_LOW,,
3373,CARD_INACTIVE,,
2835,VPNFRR_SW_FAIL,,
2338,oamKeepaliveTimeout,,
1704,TCM4_BEI_SES_LIMIT,ODUk,2
840,CH_IOP_W,,
1369,TEL_FAIL,,
841,CH_IOP_E,,
62010,LCDG_TW,,
1048,POWERALM5V_1,,
1049,POWERALM5V_2,,
1607,OTS3_ADJUST_ERR,,
228,MAIN_RF,,
2623,HARDWARE_MISMATCH,,
2099,BKUP_CLOCK,,
60094,FRR_BRIDGE,,
983,RX_01,,
985,RX_02,,
2557,Ah Threshold,,
198,LASERP1,,
199,LASERP2,,
1858,POWERALARM_S,,
1472,R_OPT_LOS,,
60137,Remote cluster has faulted,,
2592,TX_POWER_HIGH_ALARM,,
1857,POWERALARM_M,,
1750,GE_ELOOP,,
2382,DS_NET_1_CRC_THRESH,,
60000,BOARD_TYPE_MISMATCH,,
352,ERR_OSW,,
2443,ATUC_LOL_OVER_THRESHOLD,,
2733,TCM3_SSF,ODUk,2
1884,RS_CSES_LIMIT,,
68,DP_AIS,,
2348,E1_AIS,,
1672,TCM4_BIP8_ES_LIMIT,ODUk,2
832,LTIE2_HDB3.,,
940,LTIW10-2,,
939,LTIW10-1,,
2590,RX_POWER_HIGH_ALARM,,
448,CBLOWC,,
779,OSC_2M3_LOS,,
1653,TCM1_OCI,ODUk,2
2104,CHIP2_LOS,,
2445,ATUR_LOS_OVER_THRESHOLD,,
591,SES_LIMIT_MS,,
1438,LAN_ELOOP,,
750,LDLIFE.,,
369,EDFA1_NO_INPUT,,
2154,LCD_CORE,,
2552,CCM LOC,,
982,LFA_01,,
714,LASER_TCT.,,
62001,LOS_Status,,
984,LFA_02,,
763,PWRA_VEEALM,,
967,CH1_TSW,,
1881,OTN_LOOP,,
2756,MEM_USE_PER_OVER,,
3049,ROF_FAULT,,
2351,L2_CTRL,,
1500,POWER_UINIT2_FAIL,,
300,LD_T_LIMIT,,
2067,IP_MMG,,
2436,RMT_LOC,,
2574,TIME_HAVENT,,
1839,AGGR_OPU2_RS_TIM,,
2558,ONU_REGISTER_FAILED(GPON ONU\MAIN CARD),,
2388,NO_OPTICS_SIGNAL(PORT),,
993,POWERALM5V,,
2083,SCCABORT,,
1918,E1_RDI,,
61046,1PPS_LOS,,
2579,PHYSIC_ID_CONFLICT,,
515,V5WAITING-RST,,
1487,OTS_IOP_HIGH,,
1102,RPJEP_LIMIT,,
1318,OTS1_CH_IOP_HIGH,,
266,MAIN_TF,,
3380,MODULE_ABSENT,,
262,R_INP,,
2744,M_BPROUSERDIF,,
1168,Q_OVR,,
60114,TEST_FAILED,,
2749,M_BRADIUSDIFS,,
176,ELOST,,
434,RAIN_LEAK,,
3320,OPUK_VCAT_VCPLM,,
1939,WRAP_SWITCH_MANUAL,,
1348,FAIL.,,
1322,OTS1_CH_WAV_EX,,
2481,DOOR_ALM,,
2098,MAIN_CLOCK,,
61009,collect performance data timeout,,
62006,LOF_TW,,
1228,TRIB_SWTR,,
458,GUART_FAIL,,
874,GROUP_OPM_LOW,,
2694,ONU_REBOOT,,
1163,PHY_CHE,,
1594,LOOP_F,,
1364,LOOP_D,,
789,fRDONLY,,
847,LINE2_LOS2,,
846,LINE2_LOS1,,
1306,OTS1_CH_ILS,,
2360,BATT_LOW,,
661,LOOP_T,,
1825,SCK_LOS.,,
46,CRC_T,,
354,LOOP_L,,
157,RAPSCE1,,
189,APS_FAIL,,
158,RAPSCE2,,
1164,FC_CLKE,,
121,AU_LOP,CLIENT,1
1828,ETH_MMG,,
62104,PTP_PORT_LF,,
424,WINDOW,,
633,OTN_IOP,,
1603,OTS3_RECOG_ERR,,
3041,CFM_UNEXPECTED_PERIOD,,
1863,OTN_FEC_D_SD,,
60038,ODU1_LOM,,
1946,M_SAREADIF,,
2690,ODU1_LOF,,
3055,RAU_LASER_TX_POWER_LOW_ALARM,,
925,LTIW3-1,,
3391,HEAT_EX2 INDOOR FAN,,
2072,FANTIP,,
2761,ODU_RXLVL_LOW,,
1693,TCM1_BEI_ES_LIMIT,ODUk,2
2073,OTU4_AIS,OTU,3
1414,AGGR_SD.,,
2079,GMP_CSF,,
1013,CH_IOP_LOW,,
2562,MAC Spoofing Attack,,
2714,ODU_RSL_LOW_ALARM,,
748,TEMP_LOW,OMS,5
880,GROUP_RS_SD,,
2346,CRC_A,,
3316,FDI_O,OCH,4
1311,DGE_IOP_HIGH,,
2077,GMP_LFD,,
2126,FSCLALM,,
3315,FDI_P,OCH,4
2063,SHORT_ERR,,
679,RMT_34M,,
60109,FAN_COM_ERROR,,
406,RPJE_LIMIT,,
174,ELOSRCK,,
166,RSEDE2,,
165,RSEDE1,,
3434,BAT_TEMP UNDER,,
1107,2M_BOARD_SWR,,
1800,VC_LCK,,
2868,PTP_LOS_ANNOUNCE_PACKET,,
3430,HUMIDITY2 OVER,,
959,OTN_OPM_LOW,,
2513,ONU CPU Overload,,
1441,OTN_LRW_LRE,,
60146,SODN_WORKORDER_TIMEOUT,,
195,LASERC2,,
267,STRAP_BREAK,,
194,LASERC1,,
2806,Port_Link_Up,,
1803,VC_CSF,,
522,V5C-R-LOC,,
1027,TC_IEC,,
575,CLKALM,,
2433,UPGRADE_FILE_DISMATCH,,
2793,V6_ARP_EXC,,
732,SDH_LOF.,,
3335,MAC_LIMIT,,
1390,OTS3_CH_WAV_EX,,
1485,LINEP_IOP_LOW,,
60011,M_SMCCSFDIF,,
2492,RETEMPOVER,,
2097,CLOCK_B_FP,,
836,CH_ILS_E,,
1517,ODU1_LCK,ODUk,2
3432,HUMIDITY2 UNDER,,
1617,M_BCTRDIF,,
60100,LINK_ERROR,,
2448,AUTO_UPGRADE_ONU_FAILURE,,
62012,SUF_TW,,
3008,CCM LOC9,,
423,A/D_FAIL,,
3004,CCM LOC5,,
3005,CCM LOC6,,
3006,CCM LOC7,,
3007,CCM LOC8,,
597,XSIVE_COL,,
3001,CCM LOC2,,
3002,CCM LOC3,,
3003,CCM LOC4,,
1867,OTN_FEC_FDI,,
1869,OTN_SM_C_SD,,
2470,HUM_DOWN,,
650,P_W,,
60135,DBSPACE_OVER_THRESHOLD,,
1542,TCM3_LINK_REQUEST,,
1413,PRILOS_W.,,
2514,ONU MEMORY Overload,,
3410,MAIN FAIL,,
60049,ODU2_ODTU21_GMP_C8_LOSYN,,
355,PLD_PCT,,
2730,PM_SSF,ODUk,2
1554,TCM5_LINK_REQUEST,,
1002,AGGR_RS_TIM,,
60053,ODU1_ADP_FIFO_ERR,,
3074,OPTMODULE_TXPOWER_OVER_TW,,
1384,OTS3_CH_IOP_LOW,,
2510,NETWORK_SERVICE_QUALITY_LOWER,,
2536,TEMPERATURE_OVER,,
1299,E1_ERR.,,
2275,LINK_UP,,
2834,VPNFRR_SWR,,
3039,CFM_UNEXPECTED_LEVEL,,
432,GCTR_FAIL,,
2375,TOO_LONG_THRESH,,
2570,ATUC_UAS_OVER_THRESHOLD,,
1085,RS_UAS_LIMIT,,
2608,ETH_PORT_LOS,,
2705,XG_OPTMODULE_BIAS_OVER_WARNING,,
2472,ACVOLOVER,,
60054,ODU1_PIM_TIM,,
1848,AGGR_ODTU23_PM_C_SD,,
1233,PM_C_SD,,
1606,OTS2_ADJUST_ERR,,
2684,User Login Failed,,
479,G2_COMM,,
2664,UP_UNDER_SIZE_FRAME_OVER_THRESHOLD_WARNING,,
2753,PCS_LOBL,,
62055,HEATEX_CON_FAULT,,
2319,COMFAIL,,
2846,FAN_FAIL,,
2791,VRF_MAX_ROUTE_EXCEEDED,,
71,TEC_CT,,
2569,ATUC_SES_THRESH_TRAP,,
1773,VS_RDI,,
2303,Atuc_15MinESs,,
3047,FTTH_LOSS_LINK,,
60022,ROSW_LOCK_PROTECT,,
614,OTN_RF,,
55,V52CO_PS_PERR,,
12,FANIND,,
2082,SCCCUTTHROUGH,,
58,V52CO_BC_L3ERR,,
888,TRIB_MS_RDI,,
708,HP_SLM.,,
791,CFSW.,,
2052,MCCCUTTHROUGH,,
60074,OTP_IOP_HIGH,,
648,CLIENT_EOL,,
2638,UP_BROARDCAST_FRAMES_OVER_THRESHOLD,,
1355,LP_DEG,,
2747,M_BPROGROUPDIFS,,
1237,ATM_ELOOP,,
61063,eID INVALID,,
608,CC_LOC,,
1680,TCM4_BIP8_SES_LIMIT,ODUk,2
61056,RETEMPOVER_WARNING,,
60025,TOSW_MANUAL_CONTROL,,
2678,15 minutes Performance History Dumper over,,
60045,OPU2_125TS_MISMATCH,,
2696,KEYPROCESS_MEMORY_OVER_THRESHOLD,,
3418,RECITIF MODULE_FAIL,,
393,AU_LOP_T,,
611,OTN_TF,,
136,CASETEMP,,
2034,ODU0_AIS,ODUk,2
2659,REFERENCE_SOURCE_LOS,,
60012,M_SMCCDIF,,
3057,BTU_FLAUT,,
1124,SHDSL_ES_LIMIT,,
1572,OCH_FAULT,,
1566,LASER_OPM_LOW.,,
517,V5WAITING-UB,,
2614,CPU_VER_LOW,,
